latitude,longitude,event_number,call_for_service,received_date,first_unit_arrived_time,cleared_date,address,cleaned_address,cross_street_flag,full_address,BAD_LATLON_FLAG,NO_STREET_NUMBER_FLAG,FREEWAY_FLAG,distance_m,distance_ft
37.902306419752,-122.297904986096,190602286,1066 - suspicious person,2019-06-02T19:25:00Z,2019-06-02T19:45:00Z,2019-06-02T19:48:00Z,"6801 FAIRMOUNT AVE, EL CERRITO, CA, 94530","6801 fairmount avenue, el cerrito, ca, 94530",FALSE,"6801 fairmount avenue, el cerrito, ca, 94530, el cerrito, ca",FALSE,FALSE,FALSE,104.44264966672232,342.6596117674616
37.902306419752,-122.297904986096,200310354,1154 - suspicious vehicle,2020-03-10T20:10:00Z,2020-03-10T20:20:00Z,2020-03-10T20:29:00Z,"6801 FAIRMOUNT AVE, EL CERRITO, CA, 94530","6801 fairmount avenue, el cerrito, ca, 94530",FALSE,"6801 fairmount avenue, el cerrito, ca, 94530, el cerrito, ca",FALSE,FALSE,FALSE,104.44264966672232,342.6596117674616
37.902306419752,-122.297904986096,190215440,unwant - unwanted person,2019-02-15T20:41:00Z,2019-02-15T20:55:00Z,2019-02-15T20:59:00Z,"6801 FAIRMOUNT AVE, EL CERRITO, CA, 94530","6801 fairmount avenue, el cerrito, ca, 94530",FALSE,"6801 fairmount avenue, el cerrito, ca, 94530, el cerrito, ca",FALSE,FALSE,FALSE,104.44264966672232,342.6596117674616
37.903074243992,-122.297735587832,190111323,parker - parking violation,2019-01-11T18:38:00Z,2019-01-11T19:11:00Z,2019-01-11T19:23:00Z,"423 EVERETT ST, FAIRMOUNT AVE & CENTRAL AVE, EL CERRITO, CA, 94530","423 everett street, fairmount avenue & central avenue, el cerrito, ca, 94530",FALSE,"423 everett street, fairmount avenue & central avenue, el cerrito, ca, 94530, el cerrito, ca",FALSE,FALSE,FALSE,106.88159088898416,350.6613874310504
37.903074243992,-122.297735587832,190111409,parker - parking violation,2019-01-11T23:41:00Z,2019-01-11T23:54:00Z,2019-01-11T23:54:00Z,"423 EVERETT ST, FAIRMOUNT AVE & CENTRAL AVE, EL CERRITO, CA, 94530","423 everett street, fairmount avenue & central avenue, el cerrito, ca, 94530",FALSE,"423 everett street, fairmount avenue & central avenue, el cerrito, ca, 94530, el cerrito, ca",FALSE,FALSE,FALSE,106.88159088898416,350.6613874310504
37.902989754408,-122.297703233686,211015177,suscir - suspicious circumstances event,2021-10-15T13:12:00Z,2021-10-15T13:22:00Z,2021-10-15T13:59:00Z,"419 EVERETT ST, FAIRMOUNT AVE & CENTRAL AVE, EL CERRITO, CA, 94530","419 everett street, fairmount avenue & central avenue, el cerrito, ca, 94530",FALSE,"419 everett street, fairmount avenue & central avenue, el cerrito, ca, 94530, el cerrito, ca",FALSE,FALSE,FALSE,107.50081150597171,352.69295113507775
37.90203300207,-122.298183013824,200513057,1066 - suspicious person,2020-05-13T07:37:00Z,NA,2020-05-13T07:48:00Z,"OHLONE TRL, at FAIRMOUNT AVE, EL CERRITO, CA, 94530","ohlone trl, at fairmount avenue, el cerrito, ca, 94530",FALSE,"ohlone trl, at fairmount avenue, el cerrito, ca, 94530, el cerrito, ca",FALSE,FALSE,FALSE,107.53662873584891,352.8104617317877
37.90203300207,-122.298183013824,240503359,1051 - drunk / intoxicated,2024-05-03T18:53:00Z,2024-05-03T19:02:00Z,2024-05-03T19:45:00Z,"(FAIRMOUNT AVE & OHLONE TRL), EL CERRITO, CA, 94530","(fairmount avenue & ohlone trl), el cerrito, ca, 94530",FALSE,"(fairmount avenue & ohlone trl), el cerrito, ca, 94530, el cerrito, ca",FALSE,FALSE,FALSE,107.53662873584891,352.8104617317877
37.90203300207,-122.298183013824,201228196,211 - robbery,2020-12-28T17:29:00Z,2020-12-28T17:45:00Z,2020-12-28T23:03:00Z,"OHLONE TRL, at FAIRMOUNT AVE, EL CERRITO, CA, 94530","ohlone trl, at fairmount avenue, el cerrito, ca, 94530",FALSE,"ohlone trl, at fairmount avenue, el cerrito, ca, 94530, el cerrito, ca",FALSE,FALSE,FALSE,107.53662873584891,352.8104617317877
37.90203300207,-122.298183013824,240304273,487 - grand theft,2024-03-04T17:00:00Z,2024-03-04T17:07:00Z,2024-03-04T17:31:00Z,"(FAIRMOUNT AVE & OHLONE TRL), EL CERRITO, CA, 94530","(fairmount avenue & ohlone trl), el cerrito, ca, 94530",FALSE,"(fairmount avenue & ohlone trl), el cerrito, ca, 94530, el cerrito, ca",FALSE,FALSE,FALSE,107.53662873584891,352.8104617317877
