EVENT_NUMBER,INCIDENT_DATE,INCIDENT_TYPE,LATITUDE,LONGITUDE,INCIDENT_YEAR,INCIDENT_MONTH,CITY,State
250103085,1/3/2025,unwant - unwanted person,37.914242,-122.305937,2025,Jan,El Cerrito,California
250104123,1/4/2025,unwant - unwanted person,37.92978716,-122.321342,2025,Jan,El Cerrito,California
250109366,1/9/2025,unwant - unwanted person,37.90049903,-122.2981904,2025,Jan,El Cerrito,California
250110081,1/10/2025,unwant - unwanted person,37.89957069,-122.2992431,2025,Jan,El Cerrito,California
250110212,1/10/2025,unwant - unwanted person,37.89930599,-122.300025,2025,Jan,El Cerrito,California
250111250,1/11/2025,unwant - unwanted person,37.9305826,-122.3216454,2025,Jan,El Cerrito,California
250115372,1/15/2025,unwant - unwanted person,37.914242,-122.305937,2025,Jan,El Cerrito,California
250118152,1/18/2025,unwant - unwanted person,37.90035914,-122.3005598,2025,Jan,El Cerrito,California
250128046,1/28/2025,unwant - unwanted person,37.9227459,-122.3156135,2025,Jan,El Cerrito,California
250204220,2/4/2025,unwant - unwanted person,37.90112197,-122.2985491,2025,Feb,El Cerrito,California
250207293,2/7/2025,unwant - unwanted person,37.89930599,-122.300025,2025,Feb,El Cerrito,California
250214126,2/14/2025,unwant - unwanted person,37.914242,-122.305937,2025,Feb,El Cerrito,California
250223221,2/23/2025,unwant - unwanted person,37.90112197,-122.2985491,2025,Feb,El Cerrito,California
250304160,3/4/2025,unwant - unwanted person,37.89934262,-122.3002802,2025,Mar,El Cerrito,California
250304300,3/4/2025,unwant - unwanted person,37.90112197,-122.2985491,2025,Mar,El Cerrito,California
250306023,3/6/2025,unwant - unwanted person,37.92760698,-122.320639,2025,Mar,El Cerrito,California
250307151,3/7/2025,unwant - unwanted person,37.92160299,-122.315721,2025,Mar,El Cerrito,California
250312287,3/12/2025,unwant - unwanted person,37.920053,-122.3149624,2025,Mar,El Cerrito,California
250315392,3/15/2025,unwant - unwanted person,37.914242,-122.305937,2025,Mar,El Cerrito,California
250328014,3/28/2025,unwant - unwanted person,37.91028943,-122.3045739,2025,Mar,El Cerrito,California
250330046,3/30/2025,unwant - unwanted person,37.91945902,-122.294169,2025,Mar,El Cerrito,California
250401328,4/1/2025,unwant - unwanted person,37.9227459,-122.3156135,2025,Apr,El Cerrito,California
250402358,4/2/2025,unwant - unwanted person,37.90112197,-122.2985491,2025,Apr,El Cerrito,California
250409221,4/9/2025,unwant - unwanted person,37.9281959,-122.3209303,2025,Apr,El Cerrito,California
250420252,4/20/2025,unwant - unwanted person,37.92589879,-122.3197482,2025,Apr,El Cerrito,California
250422067,4/22/2025,unwant - unwanted person,37.9281959,-122.3209303,2025,Apr,El Cerrito,California
250423424,4/23/2025,unwant - unwanted person,37.90267455,-122.304215,2025,Apr,El Cerrito,California
250423438,4/23/2025,unwant - unwanted person,37.90112197,-122.2985491,2025,Apr,El Cerrito,California
250429103,4/29/2025,unwant - unwanted person,37.92160299,-122.315721,2025,Apr,El Cerrito,California
250430322,4/30/2025,unwant - unwanted person,37.89970302,-122.2988135,2025,Apr,El Cerrito,California
250430453,4/30/2025,unwant - unwanted person,37.92160299,-122.315721,2025,Apr,El Cerrito,California
250505331,5/5/2025,unwant - unwanted person,37.90112197,-122.2985491,2025,May,El Cerrito,California
250505344,5/5/2025,unwant - unwanted person,37.90049903,-122.2981904,2025,May,El Cerrito,California
250509333,5/9/2025,unwant - unwanted person,37.90112197,-122.2985491,2025,May,El Cerrito,California
250518341,5/18/2025,unwant - unwanted person,37.92125602,-122.31504,2025,May,El Cerrito,California
250526200,5/26/2025,unwant - unwanted person,37.92125602,-122.31504,2025,May,El Cerrito,California
250603340,6/3/2025,unwant - unwanted person,37.90112197,-122.2985491,2025,Jun,El Cerrito,California
250607039,6/7/2025,unwant - unwanted person,37.925122,-122.31903,2025,Jun,El Cerrito,California
250608061,6/8/2025,unwant - unwanted person,37.9227459,-122.3156135,2025,Jun,El Cerrito,California
250611404,6/11/2025,unwant - unwanted person,37.89987998,-122.297942,2025,Jun,El Cerrito,California
250619259,6/19/2025,unwant - unwanted person,37.90060041,-122.2999752,2025,Jun,El Cerrito,California
250624369,6/24/2025,unwant - unwanted person,37.92160299,-122.315721,2025,Jun,El Cerrito,California
250626324,6/26/2025,unwant - unwanted person,37.90112197,-122.2985491,2025,Jun,El Cerrito,California
240720041,7/20/2024,unwant - unwanted person,37.92125602,-122.31504,2024,Jul,El Cerrito,California
240722155,7/22/2024,unwant - unwanted person,37.89944798,-122.302625,2024,Jul,El Cerrito,California
240723385,7/23/2024,unwant - unwanted person,37.925122,-122.31903,2024,Jul,El Cerrito,California
240725230,7/25/2024,unwant - unwanted person,37.91492312,-122.310988,2024,Jul,El Cerrito,California
240728024,7/28/2024,unwant - unwanted person,37.92125602,-122.31504,2024,Jul,El Cerrito,California
240808212,8/8/2024,unwant - unwanted person,37.90038371,-122.2998328,2024,Aug,El Cerrito,California
240817117,8/17/2024,unwant - unwanted person,37.914242,-122.305937,2024,Aug,El Cerrito,California
240819338,8/19/2024,unwant - unwanted person,37.92536001,-122.313774,2024,Aug,El Cerrito,California
240901008,9/1/2024,unwant - unwanted person,37.92125602,-122.31504,2024,Sep,El Cerrito,California
240902287,9/2/2024,unwant - unwanted person,37.90267455,-122.304215,2024,Sep,El Cerrito,California
240904264,9/4/2024,unwant - unwanted person,37.914242,-122.305937,2024,Sep,El Cerrito,California
240907318,9/7/2024,unwant - unwanted person,37.92125602,-122.31504,2024,Sep,El Cerrito,California
240911296,9/11/2024,unwant - unwanted person,37.91503866,-122.2974462,2024,Sep,El Cerrito,California
240911368,9/11/2024,unwant - unwanted person,37.90112197,-122.2985491,2024,Sep,El Cerrito,California
240913348,9/13/2024,unwant - unwanted person,37.92125602,-122.31504,2024,Sep,El Cerrito,California
240914085,9/14/2024,unwant - unwanted person,37.90121816,-122.2996421,2024,Sep,El Cerrito,California
240924178,9/24/2024,unwant - unwanted person,37.92760698,-122.320639,2024,Sep,El Cerrito,California
240926364,9/26/2024,unwant - unwanted person,37.92125602,-122.31504,2024,Sep,El Cerrito,California
241004147,10/4/2024,unwant - unwanted person,37.92125602,-122.31504,2024,Oct,El Cerrito,California
241005379,10/5/2024,unwant - unwanted person,37.91449098,-122.310472,2024,Oct,El Cerrito,California
241007041,10/7/2024,unwant - unwanted person,37.92125602,-122.31504,2024,Oct,El Cerrito,California
241008125,10/8/2024,unwant - unwanted person,37.9227459,-122.3156135,2024,Oct,El Cerrito,California
241010463,10/10/2024,unwant - unwanted person,37.914242,-122.305937,2024,Oct,El Cerrito,California
241017008,10/17/2024,unwant - unwanted person,37.914242,-122.305937,2024,Oct,El Cerrito,California
241021203,10/21/2024,unwant - unwanted person,37.9237231,-122.3181203,2024,Oct,El Cerrito,California
241027239,10/27/2024,unwant - unwanted person,37.90060041,-122.2999752,2024,Oct,El Cerrito,California
241102073,11/2/2024,unwant - unwanted person,37.92125602,-122.31504,2024,Nov,El Cerrito,California
241102271,11/2/2024,unwant - unwanted person,37.90021413,-122.3010941,2024,Nov,El Cerrito,California
241104025,11/4/2024,unwant - unwanted person,37.92125602,-122.31504,2024,Nov,El Cerrito,California
241106132,11/6/2024,unwant - unwanted person,37.89957069,-122.2992431,2024,Nov,El Cerrito,California
241108295,11/8/2024,unwant - unwanted person,37.90112197,-122.2985491,2024,Nov,El Cerrito,California
241110358,11/10/2024,unwant - unwanted person,37.90049903,-122.2981904,2024,Nov,El Cerrito,California
241112256,11/12/2024,unwant - unwanted person,37.914242,-122.305937,2024,Nov,El Cerrito,California
241116061,11/16/2024,unwant - unwanted person,37.9227459,-122.3156135,2024,Nov,El Cerrito,California
241123211,11/23/2024,unwant - unwanted person,37.89871985,-122.2999692,2024,Nov,El Cerrito,California
241125078,11/25/2024,unwant - unwanted person,37.914242,-122.305937,2024,Nov,El Cerrito,California
241125097,11/25/2024,unwant - unwanted person,37.90042572,-122.2974182,2024,Nov,El Cerrito,California
241127207,11/27/2024,unwant - unwanted person,37.92125602,-122.31504,2024,Nov,El Cerrito,California
241127367,11/27/2024,unwant - unwanted person,37.90005412,-122.3019931,2024,Nov,El Cerrito,California
241203104,12/3/2024,unwant - unwanted person,37.92711298,-122.3179765,2024,Dec,El Cerrito,California
241203345,12/3/2024,unwant - unwanted person,37.925122,-122.31903,2024,Dec,El Cerrito,California
241203361,12/3/2024,unwant - unwanted person,37.8988522,-122.2995545,2024,Dec,El Cerrito,California
241216245,12/16/2024,unwant - unwanted person,37.92160299,-122.315721,2024,Dec,El Cerrito,California
241217287,12/17/2024,unwant - unwanted person,37.92125602,-122.31504,2024,Dec,El Cerrito,California
241222192,12/22/2024,unwant - unwanted person,37.90112197,-122.2985491,2024,Dec,El Cerrito,California
241223163,12/23/2024,unwant - unwanted person,37.914242,-122.305937,2024,Dec,El Cerrito,California
241229148,12/29/2024,unwant - unwanted person,37.90021413,-122.3010941,2024,Dec,El Cerrito,California
241230079,12/30/2024,unwant - unwanted person,37.89990087,-122.298163,2024,Dec,El Cerrito,California
240102298,1/2/2024,unwant - unwanted person,37.92073198,-122.316722,2024,Jan,El Cerrito,California
240104197,1/4/2024,unwant - unwanted person,37.8988522,-122.2995545,2024,Jan,El Cerrito,California
240104278,1/4/2024,unwant - unwanted person,37.91748466,-122.3114829,2024,Jan,El Cerrito,California
240104292,1/4/2024,unwant - unwanted person,37.9237231,-122.3181203,2024,Jan,El Cerrito,California
240108141,1/8/2024,unwant - unwanted person,37.92105699,-122.315828,2024,Jan,El Cerrito,California
240116374,1/16/2024,unwant - unwanted person,37.91121181,-122.308622,2024,Jan,El Cerrito,California
240119212,1/19/2024,unwant - unwanted person,37.92589879,-122.3197482,2024,Jan,El Cerrito,California
240121106,1/21/2024,unwant - unwanted person,37.91233855,-122.3076314,2024,Jan,El Cerrito,California
240123237,1/23/2024,unwant - unwanted person,37.89966994,-122.2989209,2024,Jan,El Cerrito,California
240128185,1/28/2024,unwant - unwanted person,37.92711298,-122.3179765,2024,Jan,El Cerrito,California
240129209,1/29/2024,unwant - unwanted person,37.9227459,-122.3156135,2024,Jan,El Cerrito,California
240129308,1/29/2024,unwant - unwanted person,37.90049903,-122.2981904,2024,Jan,El Cerrito,California
240130056,1/30/2024,unwant - unwanted person,37.89874323,-122.3019745,2024,Jan,El Cerrito,California
240204181,2/4/2024,unwant - unwanted person,37.8988522,-122.2995545,2024,Feb,El Cerrito,California
240208200,2/8/2024,unwant - unwanted person,37.92760698,-122.320639,2024,Feb,El Cerrito,California
240218066,2/18/2024,unwant - unwanted person,37.926502,-122.319336,2024,Feb,El Cerrito,California
240225061,2/25/2024,unwant - unwanted person,37.9281959,-122.3209303,2024,Feb,El Cerrito,California
240225269,2/25/2024,unwant - unwanted person,37.9227459,-122.3156135,2024,Feb,El Cerrito,California
240229291,2/29/2024,unwant - unwanted person,37.91354215,-122.3088734,2024,Feb,El Cerrito,California
240307172,3/7/2024,unwant - unwanted person,37.92125602,-122.31504,2024,Mar,El Cerrito,California
240307185,3/7/2024,unwant - unwanted person,37.92003871,-122.3161029,2024,Mar,El Cerrito,California
240317066,3/17/2024,unwant - unwanted person,37.93568291,-122.3163843,2024,Mar,El Cerrito,California
240318353,3/18/2024,unwant - unwanted person,37.89972308,-122.3025351,2024,Mar,El Cerrito,California
240319384,3/19/2024,unwant - unwanted person,37.92589879,-122.3197482,2024,Mar,El Cerrito,California
240322110,3/22/2024,unwant - unwanted person,37.92791301,-122.320328,2024,Mar,El Cerrito,California
240322379,3/22/2024,unwant - unwanted person,37.9281959,-122.3209303,2024,Mar,El Cerrito,California
240328297,3/28/2024,unwant - unwanted person,37.91885146,-122.3131521,2024,Mar,El Cerrito,California
240329285,3/29/2024,unwant - unwanted person,37.89874323,-122.3019745,2024,Mar,El Cerrito,California
240405365,4/5/2024,unwant - unwanted person,37.92536001,-122.313774,2024,Apr,El Cerrito,California
240407070,4/7/2024,unwant - unwanted person,37.92125602,-122.31504,2024,Apr,El Cerrito,California
240408229,4/8/2024,unwant - unwanted person,37.90121816,-122.2996421,2024,Apr,El Cerrito,California
240411180,4/11/2024,unwant - unwanted person,37.90112197,-122.2985491,2024,Apr,El Cerrito,California
240416080,4/16/2024,unwant - unwanted person,37.92125602,-122.31504,2024,Apr,El Cerrito,California
240421249,4/21/2024,unwant - unwanted person,37.90112197,-122.2985491,2024,Apr,El Cerrito,California
240426198,4/26/2024,unwant - unwanted person,37.926502,-122.319336,2024,Apr,El Cerrito,California
240505071,5/5/2024,unwant - unwanted person,37.92160299,-122.315721,2024,May,El Cerrito,California
240507105,5/7/2024,unwant - unwanted person,37.9227459,-122.3156135,2024,May,El Cerrito,California
240510055,5/10/2024,unwant - unwanted person,37.9281959,-122.3209303,2024,May,El Cerrito,California
240513096,5/13/2024,unwant - unwanted person,37.9281959,-122.3209303,2024,May,El Cerrito,California
240528259,5/28/2024,unwant - unwanted person,37.914242,-122.305937,2024,May,El Cerrito,California
240602015,6/2/2024,unwant - unwanted person,37.92125602,-122.31504,2024,Jun,El Cerrito,California
240603246,6/3/2024,unwant - unwanted person,37.8988522,-122.2995545,2024,Jun,El Cerrito,California
240606096,6/6/2024,unwant - unwanted person,37.914242,-122.305937,2024,Jun,El Cerrito,California
240621250,6/21/2024,unwant - unwanted person,37.9286823,-122.3213713,2024,Jun,El Cerrito,California
240622088,6/22/2024,unwant - unwanted person,37.89874323,-122.3019745,2024,Jun,El Cerrito,California
240627364,6/27/2024,unwant - unwanted person,37.93134502,-122.313973,2024,Jun,El Cerrito,California
240628193,6/28/2024,unwant - unwanted person,37.9305275,-122.3161977,2024,Jun,El Cerrito,California
230705025,7/5/2023,unwant - unwanted person,37.90195099,-122.30466,2023,Jul,El Cerrito,California
230706218,7/6/2023,unwant - unwanted person,37.914242,-122.305937,2023,Jul,El Cerrito,California
230707164,7/7/2023,unwant - unwanted person,37.9227459,-122.3156135,2023,Jul,El Cerrito,California
230708210,7/8/2023,unwant - unwanted person,37.91783687,-122.3126187,2023,Jul,El Cerrito,California
230711301,7/11/2023,unwant - unwanted person,37.90183226,-122.3036421,2023,Jul,El Cerrito,California
230715076,7/15/2023,unwant - unwanted person,37.92105699,-122.315828,2023,Jul,El Cerrito,California
230715089,7/15/2023,unwant - unwanted person,37.90195099,-122.30466,2023,Jul,El Cerrito,California
230723174,7/23/2023,unwant - unwanted person,37.90195099,-122.30466,2023,Jul,El Cerrito,California
230723364,7/23/2023,unwant - unwanted person,37.92105699,-122.315828,2023,Jul,El Cerrito,California
230807232,8/7/2023,unwant - unwanted person,37.92978716,-122.321342,2023,Aug,El Cerrito,California
230808137,8/8/2023,unwant - unwanted person,37.914242,-122.305937,2023,Aug,El Cerrito,California
230811119,8/11/2023,unwant - unwanted person,37.91822001,-122.313482,2023,Aug,El Cerrito,California
230812337,8/12/2023,unwant - unwanted person,37.92125602,-122.31504,2023,Aug,El Cerrito,California
230819227,8/19/2023,unwant - unwanted person,37.9010272,-122.304019,2023,Aug,El Cerrito,California
230902221,9/2/2023,unwant - unwanted person,37.92589879,-122.3197482,2023,Sep,El Cerrito,California
230903095,9/3/2023,unwant - unwanted person,37.90053077,-122.2883229,2023,Sep,El Cerrito,California
230910313,9/10/2023,unwant - unwanted person,37.92162578,-122.3152115,2023,Sep,El Cerrito,California
230912391,9/12/2023,unwant - unwanted person,37.90035008,-122.2999493,2023,Sep,El Cerrito,California
230912393,9/12/2023,unwant - unwanted person,37.93010492,-122.3225985,2023,Sep,El Cerrito,California
230913071,9/13/2023,unwant - unwanted person,37.9227459,-122.3156135,2023,Sep,El Cerrito,California
230919318,9/19/2023,unwant - unwanted person,37.90049903,-122.2981904,2023,Sep,El Cerrito,California
230925337,9/25/2023,unwant - unwanted person,37.91121181,-122.308622,2023,Sep,El Cerrito,California
230927394,9/27/2023,unwant - unwanted person,37.93010492,-122.3225985,2023,Sep,El Cerrito,California
230927418,9/27/2023,unwant - unwanted person,37.89930599,-122.300025,2023,Sep,El Cerrito,California
230930178,9/30/2023,unwant - unwanted person,37.9250187,-122.3186,2023,Sep,El Cerrito,California
231005335,10/5/2023,unwant - unwanted person,37.92405214,-122.3190435,2023,Oct,El Cerrito,California
231009101,10/9/2023,unwant - unwanted person,37.89930599,-122.300025,2023,Oct,El Cerrito,California
231016193,10/16/2023,unwant - unwanted person,37.9281959,-122.3209303,2023,Oct,El Cerrito,California
231016199,10/16/2023,unwant - unwanted person,37.92105699,-122.315828,2023,Oct,El Cerrito,California
231022092,10/22/2023,unwant - unwanted person,37.92125602,-122.31504,2023,Oct,El Cerrito,California
231027059,10/27/2023,unwant - unwanted person,37.90047946,-122.29997,2023,Oct,El Cerrito,California
231027062,10/27/2023,unwant - unwanted person,37.9281959,-122.3209303,2023,Oct,El Cerrito,California
231030502,10/30/2023,unwant - unwanted person,37.9030781,-122.3033649,2023,Oct,El Cerrito,California
231107391,11/7/2023,unwant - unwanted person,37.92160299,-122.315721,2023,Nov,El Cerrito,California
231115134,11/15/2023,unwant - unwanted person,37.89940402,-122.30505,2023,Nov,El Cerrito,California
231116132,11/16/2023,unwant - unwanted person,37.92387901,-122.31861,2023,Nov,El Cerrito,California
231116226,11/16/2023,unwant - unwanted person,37.90195099,-122.30466,2023,Nov,El Cerrito,California
231123108,11/23/2023,unwant - unwanted person,37.93010492,-122.3225985,2023,Nov,El Cerrito,California
231204315,12/4/2023,unwant - unwanted person,37.89930599,-122.300025,2023,Dec,El Cerrito,California
231207127,12/7/2023,unwant - unwanted person,37.90021413,-122.3010941,2023,Dec,El Cerrito,California
231209066,12/9/2023,unwant - unwanted person,37.92160299,-122.315721,2023,Dec,El Cerrito,California
231209275,12/9/2023,unwant - unwanted person,37.89953641,-122.298473,2023,Dec,El Cerrito,California
231214309,12/14/2023,unwant - unwanted person,37.89925499,-122.298825,2023,Dec,El Cerrito,California
231220094,12/20/2023,unwant - unwanted person,37.92105699,-122.315828,2023,Dec,El Cerrito,California
231223073,12/23/2023,unwant - unwanted person,37.92125602,-122.31504,2023,Dec,El Cerrito,California
231224239,12/24/2023,unwant - unwanted person,37.91121181,-122.308622,2023,Dec,El Cerrito,California
231227261,12/27/2023,unwant - unwanted person,37.90021413,-122.3010941,2023,Dec,El Cerrito,California
231230281,12/30/2023,unwant - unwanted person,37.90227922,-122.3041398,2023,Dec,El Cerrito,California
230104125,1/4/2023,unwant - unwanted person,37.90195099,-122.30466,2023,Jan,El Cerrito,California
230106138,1/6/2023,unwant - unwanted person,37.90129975,-122.2993868,2023,Jan,El Cerrito,California
230110117,1/10/2023,unwant - unwanted person,37.90112197,-122.2985491,2023,Jan,El Cerrito,California
230110181,1/10/2023,unwant - unwanted person,37.9281959,-122.3209303,2023,Jan,El Cerrito,California
230115045,1/15/2023,unwant - unwanted person,37.90195099,-122.30466,2023,Jan,El Cerrito,California
230124348,1/24/2023,unwant - unwanted person,37.91354215,-122.3088734,2023,Jan,El Cerrito,California
230125085,1/25/2023,unwant - unwanted person,37.90566481,-122.2997037,2023,Jan,El Cerrito,California
230127124,1/27/2023,unwant - unwanted person,37.91616369,-122.3097495,2023,Jan,El Cerrito,California
230128152,1/28/2023,unwant - unwanted person,37.92597612,-122.3183958,2023,Jan,El Cerrito,California
230129243,1/29/2023,unwant - unwanted person,37.90195099,-122.30466,2023,Jan,El Cerrito,California
230130097,1/30/2023,unwant - unwanted person,37.92760698,-122.320639,2023,Jan,El Cerrito,California
230130186,1/30/2023,unwant - unwanted person,37.90195099,-122.30466,2023,Jan,El Cerrito,California
230131354,1/31/2023,unwant - unwanted person,37.90060041,-122.2999752,2023,Jan,El Cerrito,California
230205154,2/5/2023,unwant - unwanted person,37.90195099,-122.30466,2023,Feb,El Cerrito,California
230205315,2/5/2023,unwant - unwanted person,37.9281959,-122.3209303,2023,Feb,El Cerrito,California
230209119,2/9/2023,unwant - unwanted person,37.90112197,-122.2985491,2023,Feb,El Cerrito,California
230210292,2/10/2023,unwant - unwanted person,37.90195099,-122.30466,2023,Feb,El Cerrito,California
230210337,2/10/2023,unwant - unwanted person,37.9208899,-122.3144157,2023,Feb,El Cerrito,California
230214066,2/14/2023,unwant - unwanted person,37.92760698,-122.320639,2023,Feb,El Cerrito,California
230216123,2/16/2023,unwant - unwanted person,37.926502,-122.319336,2023,Feb,El Cerrito,California
230220265,2/20/2023,unwant - unwanted person,37.90112197,-122.2985491,2023,Feb,El Cerrito,California
230223118,2/23/2023,unwant - unwanted person,37.91212599,-122.3073208,2023,Feb,El Cerrito,California
230304091,3/4/2023,unwant - unwanted person,37.90195099,-122.30466,2023,Mar,El Cerrito,California
230308262,3/8/2023,unwant - unwanted person,37.92536001,-122.313774,2023,Mar,El Cerrito,California
230309191,3/9/2023,unwant - unwanted person,37.9208899,-122.3144157,2023,Mar,El Cerrito,California
230312142,3/12/2023,unwant - unwanted person,37.9286823,-122.3213713,2023,Mar,El Cerrito,California
230314325,3/14/2023,unwant - unwanted person,37.90112197,-122.2985491,2023,Mar,El Cerrito,California
230318176,3/18/2023,unwant - unwanted person,37.90323882,-122.3005769,2023,Mar,El Cerrito,California
230318189,3/18/2023,unwant - unwanted person,37.89960921,-122.2978598,2023,Mar,El Cerrito,California
230318278,3/18/2023,unwant - unwanted person,37.90323882,-122.3005769,2023,Mar,El Cerrito,California
230322159,3/22/2023,unwant - unwanted person,37.92760698,-122.320639,2023,Mar,El Cerrito,California
230327267,3/27/2023,unwant - unwanted person,37.9281959,-122.3209303,2023,Mar,El Cerrito,California
230328093,3/28/2023,unwant - unwanted person,37.9237231,-122.3181203,2023,Mar,El Cerrito,California
230328126,3/28/2023,unwant - unwanted person,37.92387901,-122.31861,2023,Mar,El Cerrito,California
230329236,3/29/2023,unwant - unwanted person,37.90112197,-122.2985491,2023,Mar,El Cerrito,California
230401290,4/1/2023,unwant - unwanted person,37.899027,-122.29933,2023,Apr,El Cerrito,California
230401291,4/1/2023,unwant - unwanted person,37.92978716,-122.321342,2023,Apr,El Cerrito,California
230406087,4/6/2023,unwant - unwanted person,37.9281959,-122.3209303,2023,Apr,El Cerrito,California
230406351,4/6/2023,unwant - unwanted person,37.92387901,-122.31861,2023,Apr,El Cerrito,California
230408322,4/8/2023,unwant - unwanted person,37.92125602,-122.31504,2023,Apr,El Cerrito,California
230413210,4/13/2023,unwant - unwanted person,37.926502,-122.319336,2023,Apr,El Cerrito,California
230418007,4/18/2023,unwant - unwanted person,37.90541665,-122.3040286,2023,Apr,El Cerrito,California
230421262,4/21/2023,unwant - unwanted person,37.90771199,-122.2944775,2023,Apr,El Cerrito,California
230424121,4/24/2023,unwant - unwanted person,37.9227459,-122.3156135,2023,Apr,El Cerrito,California
230424397,4/24/2023,unwant - unwanted person,37.925122,-122.31903,2023,Apr,El Cerrito,California
230426135,4/26/2023,unwant - unwanted person,37.90049903,-122.2981904,2023,Apr,El Cerrito,California
230509342,5/9/2023,unwant - unwanted person,37.91261499,-122.309576,2023,May,El Cerrito,California
230513147,5/13/2023,unwant - unwanted person,37.89874323,-122.3019745,2023,May,El Cerrito,California
230515187,5/15/2023,unwant - unwanted person,37.9281959,-122.3209303,2023,May,El Cerrito,California
230516317,5/16/2023,unwant - unwanted person,37.90183226,-122.3036421,2023,May,El Cerrito,California
230517180,5/17/2023,unwant - unwanted person,37.92880392,-122.3193688,2023,May,El Cerrito,California
230519137,5/19/2023,unwant - unwanted person,37.91492312,-122.310988,2023,May,El Cerrito,California
230522004,5/22/2023,unwant - unwanted person,37.9227459,-122.3156135,2023,May,El Cerrito,California
230523006,5/23/2023,unwant - unwanted person,37.90195099,-122.30466,2023,May,El Cerrito,California
230526034,5/26/2023,unwant - unwanted person,37.92125602,-122.31504,2023,May,El Cerrito,California
230608226,6/8/2023,unwant - unwanted person,37.90183226,-122.3036421,2023,Jun,El Cerrito,California
230609326,6/9/2023,unwant - unwanted person,37.90112197,-122.2985491,2023,Jun,El Cerrito,California
230609366,6/9/2023,unwant - unwanted person,37.92125602,-122.31504,2023,Jun,El Cerrito,California
230610066,6/10/2023,unwant - unwanted person,37.91244534,-122.3089253,2023,Jun,El Cerrito,California
230611168,6/11/2023,unwant - unwanted person,37.90112197,-122.2985491,2023,Jun,El Cerrito,California
230619265,6/19/2023,unwant - unwanted person,37.92387901,-122.31861,2023,Jun,El Cerrito,California
230619415,6/19/2023,unwant - unwanted person,37.90195099,-122.30466,2023,Jun,El Cerrito,California
230621175,6/21/2023,unwant - unwanted person,37.92120946,-122.3035677,2023,Jun,El Cerrito,California
230622061,6/22/2023,unwant - unwanted person,37.91233855,-122.3076314,2023,Jun,El Cerrito,California
230629192,6/29/2023,unwant - unwanted person,37.92125602,-122.31504,2023,Jun,El Cerrito,California
230629313,6/29/2023,unwant - unwanted person,37.90112197,-122.2985491,2023,Jun,El Cerrito,California
220703196,7/3/2022,unwant - unwanted person,37.90112197,-122.2985491,2022,Jul,El Cerrito,California
220704049,7/4/2022,unwant - unwanted person,37.91913041,-122.313384,2022,Jul,El Cerrito,California
220704061,7/4/2022,unwant - unwanted person,37.90312304,-122.2944387,2022,Jul,El Cerrito,California
220706029,7/6/2022,unwant - unwanted person,37.9237231,-122.3181203,2022,Jul,El Cerrito,California
220707271,7/7/2022,unwant - unwanted person,37.90112197,-122.2985491,2022,Jul,El Cerrito,California
220712180,7/12/2022,unwant - unwanted person,37.91233855,-122.3076314,2022,Jul,El Cerrito,California
220712194,7/12/2022,unwant - unwanted person,37.92078701,-122.315297,2022,Jul,El Cerrito,California
220719188,7/19/2022,unwant - unwanted person,37.90049903,-122.2981904,2022,Jul,El Cerrito,California
220720343,7/20/2022,unwant - unwanted person,37.90112197,-122.2985491,2022,Jul,El Cerrito,California
220721098,7/21/2022,unwant - unwanted person,37.89949467,-122.3017063,2022,Jul,El Cerrito,California
220727140,7/27/2022,unwant - unwanted person,37.90408657,-122.3033577,2022,Jul,El Cerrito,California
220729272,7/29/2022,unwant - unwanted person,37.91097989,-122.3077272,2022,Jul,El Cerrito,California
220801134,8/1/2022,unwant - unwanted person,37.91492312,-122.310988,2022,Aug,El Cerrito,California
220802105,8/2/2022,unwant - unwanted person,37.90644268,-122.2983806,2022,Aug,El Cerrito,California
220805095,8/5/2022,unwant - unwanted person,37.91286326,-122.3078178,2022,Aug,El Cerrito,California
220805203,8/5/2022,unwant - unwanted person,37.90060041,-122.2999752,2022,Aug,El Cerrito,California
220805262,8/5/2022,unwant - unwanted person,37.92073198,-122.316722,2022,Aug,El Cerrito,California
220806085,8/6/2022,unwant - unwanted person,37.91212599,-122.3073208,2022,Aug,El Cerrito,California
220808130,8/8/2022,unwant - unwanted person,37.90275401,-122.301594,2022,Aug,El Cerrito,California
220808206,8/8/2022,unwant - unwanted person,37.90060041,-122.2999752,2022,Aug,El Cerrito,California
220809131,8/9/2022,unwant - unwanted person,37.914242,-122.305937,2022,Aug,El Cerrito,California
220809168,8/9/2022,unwant - unwanted person,37.92387901,-122.31861,2022,Aug,El Cerrito,California
220813214,8/13/2022,unwant - unwanted person,37.914242,-122.305937,2022,Aug,El Cerrito,California
220814089,8/14/2022,unwant - unwanted person,37.90112197,-122.2985491,2022,Aug,El Cerrito,California
220816172,8/16/2022,unwant - unwanted person,37.899027,-122.301918,2022,Aug,El Cerrito,California
220817202,8/17/2022,unwant - unwanted person,37.90112197,-122.2985491,2022,Aug,El Cerrito,California
220819104,8/19/2022,unwant - unwanted person,37.9281959,-122.3209303,2022,Aug,El Cerrito,California
220819223,8/19/2022,unwant - unwanted person,37.89930599,-122.300025,2022,Aug,El Cerrito,California
220822088,8/22/2022,unwant - unwanted person,37.92776938,-122.3198407,2022,Aug,El Cerrito,California
220822166,8/22/2022,unwant - unwanted person,37.90771199,-122.2944775,2022,Aug,El Cerrito,California
