EVENT_NUMBER,INCIDENT_DATE,INCIDENT_TYPE,LATITUDE,LONGITUDE,INCIDENT_YEAR,INCIDENT_MONTH,CITY,State
230802350,8/2/2023,415 - disturbance,37.90328098,-122.301986,2023,Aug,El Cerrito,California
230802447,8/2/2023,415 - disturbance,37.90572779,-122.3037022,2023,Aug,El Cerrito,California
230803161,8/3/2023,415 - disturbance,37.92131121,-122.2956424,2023,Aug,El Cerrito,California
230803246,8/3/2023,415 - disturbance,37.9227459,-122.3156135,2023,Aug,El Cerrito,California
230803328,8/3/2023,415 - disturbance,37.9219598,-122.3137445,2023,Aug,El Cerrito,California
230804162,8/4/2023,415 - disturbance,37.91752381,-122.313396,2023,Aug,El Cerrito,California
230805288,8/5/2023,415 - disturbance,37.9227459,-122.3156135,2023,Aug,El Cerrito,California
230806276,8/6/2023,415 - disturbance,37.92405214,-122.3190435,2023,Aug,El Cerrito,California
230809217,8/9/2023,415 - disturbance,37.92714355,-122.3204682,2023,Aug,El Cerrito,California
230811083,8/11/2023,415 - disturbance,37.92720528,-122.3191937,2023,Aug,El Cerrito,California
230813380,8/13/2023,415 - disturbance,37.91233855,-122.3076314,2023,Aug,El Cerrito,California
230814268,8/14/2023,415 - disturbance,37.926502,-122.319336,2023,Aug,El Cerrito,California
230814426,8/14/2023,415 - disturbance,37.91398501,-122.310516,2023,Aug,El Cerrito,California
230816364,8/16/2023,415 - disturbance,37.90144799,-122.300011,2023,Aug,El Cerrito,California
230817113,8/17/2023,415 - disturbance,37.90768492,-122.3023564,2023,Aug,El Cerrito,California
230818354,8/18/2023,415 - disturbance,37.91344343,-122.2918828,2023,Aug,El Cerrito,California
230819371,8/19/2023,415 - disturbance,37.89964198,-122.304274,2023,Aug,El Cerrito,California
230820344,8/20/2023,415 - disturbance,37.89921672,-122.3033244,2023,Aug,El Cerrito,California
230821007,8/21/2023,415 - disturbance,37.91121181,-122.308622,2023,Aug,El Cerrito,California
230821237,8/21/2023,415 - disturbance,37.90547092,-122.3024957,2023,Aug,El Cerrito,California
230822115,8/22/2023,415 - disturbance,37.90390204,-122.3004122,2023,Aug,El Cerrito,California
230823254,8/23/2023,415 - disturbance,37.89964198,-122.304274,2023,Aug,El Cerrito,California
230823468,8/23/2023,415 - disturbance,37.89908731,-122.298937,2023,Aug,El Cerrito,California
230825016,8/25/2023,415 - disturbance,37.89908731,-122.298937,2023,Aug,El Cerrito,California
230827250,8/27/2023,415 - disturbance,37.9180224,-122.3136058,2023,Aug,El Cerrito,California
230828119,8/28/2023,415 - disturbance,37.91959799,-122.318357,2023,Aug,El Cerrito,California
230828218,8/28/2023,415 - disturbance,37.91248708,-122.3058437,2023,Aug,El Cerrito,California
230829137,8/29/2023,415 - disturbance,37.91959799,-122.318357,2023,Aug,El Cerrito,California
230829421,8/29/2023,415 - disturbance,37.93114612,-122.3207621,2023,Aug,El Cerrito,California
230830246,8/30/2023,415 - disturbance,37.90009494,-122.3055296,2023,Aug,El Cerrito,California
230830274,8/30/2023,415 - disturbance,37.91442502,-122.309555,2023,Aug,El Cerrito,California
230901015,9/1/2023,415 - disturbance,37.92125602,-122.31504,2023,Sep,El Cerrito,California
230902218,9/2/2023,415 - disturbance,37.90851619,-122.2979471,2023,Sep,El Cerrito,California
230903278,9/3/2023,415 - disturbance,37.90566481,-122.2997037,2023,Sep,El Cerrito,California
230905007,9/5/2023,415 - disturbance,37.90227,-122.308474,2023,Sep,El Cerrito,California
230905192,9/5/2023,415 - disturbance,37.91152521,-122.2943468,2023,Sep,El Cerrito,California
230905414,9/5/2023,415 - disturbance,37.9219598,-122.3137445,2023,Sep,El Cerrito,California
230906320,9/6/2023,415 - disturbance,37.91298239,-122.3041359,2023,Sep,El Cerrito,California
230907093,9/7/2023,415 - disturbance,37.92799201,-122.299286,2023,Sep,El Cerrito,California
230907243,9/7/2023,415 - disturbance,37.90851619,-122.2979471,2023,Sep,El Cerrito,California
230908330,9/8/2023,415 - disturbance,37.91666671,-122.3045654,2023,Sep,El Cerrito,California
230909171,9/9/2023,415 - disturbance,37.91965901,-122.319818,2023,Sep,El Cerrito,California
230909183,9/9/2023,415 - disturbance,37.91257044,-122.3091017,2023,Sep,El Cerrito,California
230910177,9/10/2023,415 - disturbance,37.9305826,-122.3216454,2023,Sep,El Cerrito,California
230910189,9/10/2023,415 - disturbance,37.91886219,-122.28595,2023,Sep,El Cerrito,California
230913466,9/13/2023,415 - disturbance,37.91260099,-122.291936,2023,Sep,El Cerrito,California
230918140,9/18/2023,415 - disturbance,37.92121071,-122.3169819,2023,Sep,El Cerrito,California
230918261,9/18/2023,415 - disturbance,37.92852501,-122.316855,2023,Sep,El Cerrito,California
230918354,9/18/2023,415 - disturbance,37.91298239,-122.3041359,2023,Sep,El Cerrito,California
230919186,9/19/2023,415 - disturbance,37.89911363,-122.3032641,2023,Sep,El Cerrito,California
230920190,9/20/2023,415 - disturbance,37.8988522,-122.2995545,2023,Sep,El Cerrito,California
230921035,9/21/2023,415 - disturbance,37.9270925,-122.3133235,2023,Sep,El Cerrito,California
230922326,9/22/2023,415 - disturbance,37.92095339,-122.3097298,2023,Sep,El Cerrito,California
230922388,9/22/2023,415 - disturbance,37.91414959,-122.2898476,2023,Sep,El Cerrito,California
230924027,9/24/2023,415 - disturbance,37.93406398,-122.3135097,2023,Sep,El Cerrito,California
230924249,9/24/2023,415 - disturbance,37.91244534,-122.3089253,2023,Sep,El Cerrito,California
230925203,9/25/2023,415 - disturbance,37.90435068,-122.2923671,2023,Sep,El Cerrito,California
230926444,9/26/2023,415 - disturbance,37.90071239,-122.3047656,2023,Sep,El Cerrito,California
230927265,9/27/2023,415 - disturbance,37.90275401,-122.301594,2023,Sep,El Cerrito,California
230927331,9/27/2023,415 - disturbance,37.90227922,-122.3041398,2023,Sep,El Cerrito,California
230928014,9/28/2023,415 - disturbance,37.92002878,-122.2946205,2023,Sep,El Cerrito,California
230928327,9/28/2023,415 - disturbance,37.92094601,-122.319846,2023,Sep,El Cerrito,California
230928353,9/28/2023,415 - disturbance,37.899027,-122.301918,2023,Sep,El Cerrito,California
230929309,9/29/2023,415 - disturbance,37.90112197,-122.2985491,2023,Sep,El Cerrito,California
230930414,9/30/2023,415 - disturbance,37.90142192,-122.305211,2023,Sep,El Cerrito,California
231003350,10/3/2023,415 - disturbance,37.91748466,-122.3114829,2023,Oct,El Cerrito,California
231003439,10/3/2023,415 - disturbance,37.91393099,-122.306621,2023,Oct,El Cerrito,California
231004237,10/4/2023,415 - disturbance,37.92009693,-122.3164892,2023,Oct,El Cerrito,California
231004353,10/4/2023,415 - disturbance,37.90730711,-122.2978451,2023,Oct,El Cerrito,California
231006346,10/6/2023,415 - disturbance,37.92747225,-122.3193523,2023,Oct,El Cerrito,California
231007025,10/7/2023,415 - disturbance,37.92689176,-122.3192456,2023,Oct,El Cerrito,California
231007185,10/7/2023,415 - disturbance,37.92025098,-122.318368,2023,Oct,El Cerrito,California
231008142,10/8/2023,415 - disturbance,37.91146277,-122.3068675,2023,Oct,El Cerrito,California
231008341,10/8/2023,415 - disturbance,37.90149438,-122.2948913,2023,Oct,El Cerrito,California
231009385,10/9/2023,415 - disturbance,37.92791301,-122.320328,2023,Oct,El Cerrito,California
231009414,10/9/2023,415 - disturbance,37.90454326,-122.3020468,2023,Oct,El Cerrito,California
231011239,10/11/2023,415 - disturbance,37.90990093,-122.2969827,2023,Oct,El Cerrito,California
231011240,10/11/2023,415 - disturbance,37.90149438,-122.2948913,2023,Oct,El Cerrito,California
231011373,10/11/2023,415 - disturbance,37.92747225,-122.3193523,2023,Oct,El Cerrito,California
231012121,10/12/2023,415 - disturbance,37.914242,-122.305937,2023,Oct,El Cerrito,California
231012305,10/12/2023,415 - disturbance,37.90790268,-122.3031611,2023,Oct,El Cerrito,California
231013261,10/13/2023,415 - disturbance,37.91024463,-122.2995105,2023,Oct,El Cerrito,California
231013404,10/13/2023,415 - disturbance,37.90430974,-122.303006,2023,Oct,El Cerrito,California
231014045,10/14/2023,415 - disturbance,37.90134933,-122.2973896,2023,Oct,El Cerrito,California
231016328,10/16/2023,415 - disturbance,37.91510701,-122.302087,2023,Oct,El Cerrito,California
231016393,10/16/2023,415 - disturbance,37.89998602,-122.297324,2023,Oct,El Cerrito,California
231019039,10/19/2023,415 - disturbance,37.90638049,-122.2992839,2023,Oct,El Cerrito,California
231019131,10/19/2023,415 - disturbance,37.9227459,-122.3156135,2023,Oct,El Cerrito,California
231020312,10/20/2023,415 - disturbance,37.92084882,-122.3030442,2023,Oct,El Cerrito,California
231021134,10/21/2023,415 - disturbance,37.90007201,-122.306537,2023,Oct,El Cerrito,California
231021356,10/21/2023,415 - disturbance,37.92245299,-122.287153,2023,Oct,El Cerrito,California
231023440,10/23/2023,415 - disturbance,37.91233641,-122.3061801,2023,Oct,El Cerrito,California
231024052,10/24/2023,415 - disturbance,37.91233855,-122.3076314,2023,Oct,El Cerrito,California
231024128,10/24/2023,415 - disturbance,37.91121181,-122.308622,2023,Oct,El Cerrito,California
231024376,10/24/2023,415 - disturbance,37.90267455,-122.304215,2023,Oct,El Cerrito,California
231025252,10/25/2023,415 - disturbance,37.91261499,-122.309576,2023,Oct,El Cerrito,California
231027297,10/27/2023,415 - disturbance,37.90049903,-122.2981904,2023,Oct,El Cerrito,California
231028116,10/28/2023,415 - disturbance,37.92078701,-122.315297,2023,Oct,El Cerrito,California
231028156,10/28/2023,415 - disturbance,37.92539253,-122.3033483,2023,Oct,El Cerrito,California
231028162,10/28/2023,415 - disturbance,37.92343401,-122.310691,2023,Oct,El Cerrito,California
231029400,10/29/2023,415 - disturbance,37.90891019,-122.3065492,2023,Oct,El Cerrito,California
231030122,10/30/2023,415 - disturbance,37.92799201,-122.299286,2023,Oct,El Cerrito,California
231031278,10/31/2023,415 - disturbance,37.9227459,-122.3156135,2023,Oct,El Cerrito,California
231102363,11/2/2023,415 - disturbance,37.9227459,-122.3156135,2023,Nov,El Cerrito,California
231103043,11/3/2023,415 - disturbance,37.92125602,-122.31504,2023,Nov,El Cerrito,California
231104419,11/4/2023,415 - disturbance,37.91449098,-122.310472,2023,Nov,El Cerrito,California
231105322,11/5/2023,415 - disturbance,37.9227459,-122.3156135,2023,Nov,El Cerrito,California
231106242,11/6/2023,415 - disturbance,37.9251694,-122.3169395,2023,Nov,El Cerrito,California
231108010,11/8/2023,415 - disturbance,37.91121181,-122.308622,2023,Nov,El Cerrito,California
231109135,11/9/2023,415 - disturbance,37.8992993,-122.3007775,2023,Nov,El Cerrito,California
231109402,11/9/2023,415 - disturbance,37.90215135,-122.3061462,2023,Nov,El Cerrito,California
231110074,11/10/2023,415 - disturbance,37.90579187,-122.3041976,2023,Nov,El Cerrito,California
231110185,11/10/2023,415 - disturbance,37.934506,-122.318952,2023,Nov,El Cerrito,California
231110340,11/10/2023,415 - disturbance,37.92044155,-122.3185284,2023,Nov,El Cerrito,California
231113112,11/13/2023,415 - disturbance,37.899027,-122.301918,2023,Nov,El Cerrito,California
231114129,11/14/2023,415 - disturbance,37.90833959,-122.3007289,2023,Nov,El Cerrito,California
231117253,11/17/2023,415 - disturbance,37.89930599,-122.300025,2023,Nov,El Cerrito,California
231123110,11/23/2023,415 - disturbance,37.91233855,-122.3076314,2023,Nov,El Cerrito,California
231123324,11/23/2023,415 - disturbance,37.90507243,-122.3026115,2023,Nov,El Cerrito,California
231125081,11/25/2023,415 - disturbance,37.92978716,-122.321342,2023,Nov,El Cerrito,California
231126147,11/26/2023,415 - disturbance,37.92747225,-122.3193523,2023,Nov,El Cerrito,California
231127288,11/27/2023,415 - disturbance,37.92078701,-122.315297,2023,Nov,El Cerrito,California
231129026,11/29/2023,415 - disturbance,37.91899311,-122.3116778,2023,Nov,El Cerrito,California
231129036,11/29/2023,415 - disturbance,37.91748466,-122.3114829,2023,Nov,El Cerrito,California
231129045,11/29/2023,415 - disturbance,37.91233855,-122.3076314,2023,Nov,El Cerrito,California
231129342,11/29/2023,415 - disturbance,37.89922586,-122.3021762,2023,Nov,El Cerrito,California
231201350,12/1/2023,415 - disturbance,37.926769,-122.315638,2023,Dec,El Cerrito,California
231203236,12/3/2023,415 - disturbance,37.92373006,-122.2925833,2023,Dec,El Cerrito,California
231204187,12/4/2023,415 - disturbance,37.9227459,-122.3156135,2023,Dec,El Cerrito,California
231204321,12/4/2023,415 - disturbance,37.91342258,-122.2989796,2023,Dec,El Cerrito,California
231205349,12/5/2023,415 - disturbance,37.8988522,-122.2995545,2023,Dec,El Cerrito,California
231205412,12/5/2023,415 - disturbance,37.90967294,-122.3000855,2023,Dec,El Cerrito,California
231206018,12/6/2023,415 - disturbance,37.93315962,-122.3164361,2023,Dec,El Cerrito,California
231206192,12/6/2023,415 - disturbance,37.90227922,-122.3041398,2023,Dec,El Cerrito,California
231208286,12/8/2023,415 - disturbance,37.90166629,-122.3027216,2023,Dec,El Cerrito,California
231209183,12/9/2023,415 - disturbance,37.89817041,-122.3008611,2023,Dec,El Cerrito,California
231211222,12/11/2023,415 - disturbance,37.8988522,-122.2995545,2023,Dec,El Cerrito,California
231211252,12/11/2023,415 - disturbance,37.926502,-122.319336,2023,Dec,El Cerrito,California
231211262,12/11/2023,415 - disturbance,37.89874323,-122.3019745,2023,Dec,El Cerrito,California
231211286,12/11/2023,415 - disturbance,37.914242,-122.305937,2023,Dec,El Cerrito,California
231212317,12/12/2023,415 - disturbance,37.9227459,-122.3156135,2023,Dec,El Cerrito,California
231213267,12/13/2023,415 - disturbance,37.90738501,-122.304309,2023,Dec,El Cerrito,California
231213338,12/13/2023,415 - disturbance,37.899027,-122.29933,2023,Dec,El Cerrito,California
231215248,12/15/2023,415 - disturbance,37.9199523,-122.3142799,2023,Dec,El Cerrito,California
231215412,12/15/2023,415 - disturbance,37.92078701,-122.315297,2023,Dec,El Cerrito,California
231215420,12/15/2023,415 - disturbance,37.91748466,-122.3114829,2023,Dec,El Cerrito,California
231216025,12/16/2023,415 - disturbance,37.92597612,-122.3183958,2023,Dec,El Cerrito,California
231221107,12/21/2023,415 - disturbance,37.92597612,-122.3183958,2023,Dec,El Cerrito,California
231223067,12/23/2023,415 - disturbance,37.9040991,-122.3046471,2023,Dec,El Cerrito,California
231223246,12/23/2023,415 - disturbance,37.9227459,-122.3156135,2023,Dec,El Cerrito,California
231224374,12/24/2023,415 - disturbance,37.90090735,-122.3024243,2023,Dec,El Cerrito,California
231226005,12/26/2023,415 - disturbance,37.91499107,-122.3001388,2023,Dec,El Cerrito,California
231226180,12/26/2023,415 - disturbance,37.9227459,-122.3156135,2023,Dec,El Cerrito,California
231226380,12/26/2023,415 - disturbance,37.91482685,-122.3059126,2023,Dec,El Cerrito,California
231227100,12/27/2023,415 - disturbance,37.89940402,-122.30505,2023,Dec,El Cerrito,California
231228183,12/28/2023,415 - disturbance,37.90988018,-122.291987,2023,Dec,El Cerrito,California
231230216,12/30/2023,415 - disturbance,37.90939395,-122.3055234,2023,Dec,El Cerrito,California
231231126,12/31/2023,415 - disturbance,37.90144799,-122.300011,2023,Dec,El Cerrito,California
231231200,12/31/2023,415 - disturbance,37.92791301,-122.320328,2023,Dec,El Cerrito,California
230102182,1/2/2023,415 - disturbance,37.89970302,-122.2988135,2023,Jan,El Cerrito,California
230102204,1/2/2023,415 - disturbance,37.9153885,-122.3073995,2023,Jan,El Cerrito,California
230103197,1/3/2023,415 - disturbance,37.91233855,-122.3076314,2023,Jan,El Cerrito,California
230103250,1/3/2023,415 - disturbance,37.92525083,-122.2938864,2023,Jan,El Cerrito,California
230103292,1/3/2023,415 - disturbance,37.9040991,-122.3046471,2023,Jan,El Cerrito,California
230104234,1/4/2023,415 - disturbance,37.92002849,-122.2903643,2023,Jan,El Cerrito,California
230105168,1/5/2023,415 - disturbance,37.91261499,-122.309576,2023,Jan,El Cerrito,California
230106079,1/6/2023,415 - disturbance,37.91108441,-122.3038627,2023,Jan,El Cerrito,California
230106345,1/6/2023,415 - disturbance,37.9194765,-122.3082239,2023,Jan,El Cerrito,California
230106372,1/6/2023,415 - disturbance,37.91419686,-122.3027123,2023,Jan,El Cerrito,California
230107190,1/7/2023,415 - disturbance,37.90425802,-122.304375,2023,Jan,El Cerrito,California
230108107,1/8/2023,415 - disturbance,37.91132744,-122.3054827,2023,Jan,El Cerrito,California
230112174,1/12/2023,415 - disturbance,37.899027,-122.301918,2023,Jan,El Cerrito,California
230114074,1/14/2023,415 - disturbance,37.89964198,-122.304274,2023,Jan,El Cerrito,California
230115168,1/15/2023,415 - disturbance,37.93555081,-122.3184038,2023,Jan,El Cerrito,California
230115288,1/15/2023,415 - disturbance,37.92720528,-122.3191937,2023,Jan,El Cerrito,California
230116110,1/16/2023,415 - disturbance,37.90403401,-122.304271,2023,Jan,El Cerrito,California
230118122,1/18/2023,415 - disturbance,37.89814028,-122.2901086,2023,Jan,El Cerrito,California
230118214,1/18/2023,415 - disturbance,37.90478201,-122.291578,2023,Jan,El Cerrito,California
230121015,1/21/2023,415 - disturbance,37.90485351,-122.304201,2023,Jan,El Cerrito,California
230123085,1/23/2023,415 - disturbance,37.899027,-122.301918,2023,Jan,El Cerrito,California
230124101,1/24/2023,415 - disturbance,37.90771199,-122.2944775,2023,Jan,El Cerrito,California
230126134,1/26/2023,415 - disturbance,37.90547599,-122.302188,2023,Jan,El Cerrito,California
230126237,1/26/2023,415 - disturbance,37.90547599,-122.302188,2023,Jan,El Cerrito,California
230129261,1/29/2023,415 - disturbance,37.90001565,-122.2901696,2023,Jan,El Cerrito,California
230130045,1/30/2023,415 - disturbance,37.90161102,-122.306542,2023,Jan,El Cerrito,California
230130183,1/30/2023,415 - disturbance,37.90144799,-122.300011,2023,Jan,El Cerrito,California
230131244,1/31/2023,415 - disturbance,37.934506,-122.318952,2023,Jan,El Cerrito,California
230131301,1/31/2023,415 - disturbance,37.91580099,-122.2871817,2023,Jan,El Cerrito,California
230203132,2/3/2023,415 - disturbance,37.91964866,-122.294876,2023,Feb,El Cerrito,California
230203303,2/3/2023,415 - disturbance,37.89953641,-122.298473,2023,Feb,El Cerrito,California
230204016,2/4/2023,415 - disturbance,37.9040991,-122.3046471,2023,Feb,El Cerrito,California
230204237,2/4/2023,415 - disturbance,37.90112197,-122.2985491,2023,Feb,El Cerrito,California
230204244,2/4/2023,415 - disturbance,37.90112197,-122.2985491,2023,Feb,El Cerrito,California
230204265,2/4/2023,415 - disturbance,37.91132744,-122.3054827,2023,Feb,El Cerrito,California
230204370,2/4/2023,415 - disturbance,37.914242,-122.305937,2023,Feb,El Cerrito,California
230208052,2/8/2023,415 - disturbance,37.91276079,-122.3062914,2023,Feb,El Cerrito,California
230208160,2/8/2023,415 - disturbance,37.89974981,-122.306366,2023,Feb,El Cerrito,California
230208242,2/8/2023,415 - disturbance,37.90089663,-122.3031159,2023,Feb,El Cerrito,California
230208371,2/8/2023,415 - disturbance,37.90272099,-122.295739,2023,Feb,El Cerrito,California
230209259,2/9/2023,415 - disturbance,37.90047946,-122.29997,2023,Feb,El Cerrito,California
230209361,2/9/2023,415 - disturbance,37.926769,-122.315638,2023,Feb,El Cerrito,California
230210239,2/10/2023,415 - disturbance,37.926769,-122.315638,2023,Feb,El Cerrito,California
230210275,2/10/2023,415 - disturbance,37.90195099,-122.30466,2023,Feb,El Cerrito,California
230210289,2/10/2023,415 - disturbance,37.90688168,-122.2981507,2023,Feb,El Cerrito,California
230211152,2/11/2023,415 - disturbance,37.90677569,-122.3000197,2023,Feb,El Cerrito,California
230211219,2/11/2023,415 - disturbance,37.926769,-122.315638,2023,Feb,El Cerrito,California
230212155,2/12/2023,415 - disturbance,37.92162578,-122.3152115,2023,Feb,El Cerrito,California
230212317,2/12/2023,415 - disturbance,37.89953641,-122.298473,2023,Feb,El Cerrito,California
230214048,2/14/2023,415 - disturbance,37.91261499,-122.309576,2023,Feb,El Cerrito,California
230216076,2/16/2023,415 - disturbance,37.90149094,-122.301733,2023,Feb,El Cerrito,California
230216350,2/16/2023,415 - disturbance,37.91442502,-122.309555,2023,Feb,El Cerrito,California
230217233,2/17/2023,415 - disturbance,37.90049903,-122.2981904,2023,Feb,El Cerrito,California
230217253,2/17/2023,415 - disturbance,37.93579689,-122.3107384,2023,Feb,El Cerrito,California
230218380,2/18/2023,415 - disturbance,37.90112197,-122.2985491,2023,Feb,El Cerrito,California
230220084,2/20/2023,415 - disturbance,37.91132744,-122.3054827,2023,Feb,El Cerrito,California
230221135,2/21/2023,415 - disturbance,37.91108441,-122.3038627,2023,Feb,El Cerrito,California
230221254,2/21/2023,415 - disturbance,37.90161885,-122.2914869,2023,Feb,El Cerrito,California
230222308,2/22/2023,415 - disturbance,37.92387901,-122.31861,2023,Feb,El Cerrito,California
230223287,2/23/2023,415 - disturbance,37.9132176,-122.2973053,2023,Feb,El Cerrito,California
230223307,2/23/2023,415 - disturbance,37.9132176,-122.2973053,2023,Feb,El Cerrito,California
230224083,2/24/2023,415 - disturbance,37.91133042,-122.2965095,2023,Feb,El Cerrito,California
230224258,2/24/2023,415 - disturbance,37.9030092,-122.3072921,2023,Feb,El Cerrito,California
230225175,2/25/2023,415 - disturbance,37.92628394,-122.3130808,2023,Feb,El Cerrito,California
230226078,2/26/2023,415 - disturbance,37.91561776,-122.3078622,2023,Feb,El Cerrito,California
230226169,2/26/2023,415 - disturbance,37.8988522,-122.2995545,2023,Feb,El Cerrito,California
230226321,2/26/2023,415 - disturbance,37.91233855,-122.3076314,2023,Feb,El Cerrito,California
230301017,3/1/2023,415 - disturbance,37.90790268,-122.3031611,2023,Mar,El Cerrito,California
230301150,3/1/2023,415 - disturbance,37.925122,-122.31903,2023,Mar,El Cerrito,California
230301197,3/1/2023,415 - disturbance,37.91228587,-122.2978199,2023,Mar,El Cerrito,California
230302286,3/2/2023,415 - disturbance,37.92094245,-122.3123494,2023,Mar,El Cerrito,California
230303126,3/3/2023,415 - disturbance,37.91108441,-122.3038627,2023,Mar,El Cerrito,California
230303192,3/3/2023,415 - disturbance,37.90688168,-122.2981507,2023,Mar,El Cerrito,California
230306243,3/6/2023,415 - disturbance,37.9227459,-122.3156135,2023,Mar,El Cerrito,California
230307030,3/7/2023,415 - disturbance,37.90145088,-122.3038799,2023,Mar,El Cerrito,California
230307149,3/7/2023,415 - disturbance,37.93209583,-122.3146353,2023,Mar,El Cerrito,California
230308134,3/8/2023,415 - disturbance,37.9188941,-122.3106346,2023,Mar,El Cerrito,California
230308252,3/8/2023,415 - disturbance,37.9227459,-122.3156135,2023,Mar,El Cerrito,California
230308263,3/8/2023,415 - disturbance,37.91159487,-122.3084272,2023,Mar,El Cerrito,California
230308342,3/8/2023,415 - disturbance,37.8996906,-122.3031326,2023,Mar,El Cerrito,California
230308379,3/8/2023,415 - disturbance,37.90544402,-122.302539,2023,Mar,El Cerrito,California
230310195,3/10/2023,415 - disturbance,37.92229118,-122.3117008,2023,Mar,El Cerrito,California
230311208,3/11/2023,415 - disturbance,37.91048033,-122.2918547,2023,Mar,El Cerrito,California
230311348,3/11/2023,415 - disturbance,37.93642454,-122.3112172,2023,Mar,El Cerrito,California
230314153,3/14/2023,415 - disturbance,37.91197591,-122.2946144,2023,Mar,El Cerrito,California
230314340,3/14/2023,415 - disturbance,37.89974981,-122.306366,2023,Mar,El Cerrito,California
230315376,3/15/2023,415 - disturbance,37.89982102,-122.306542,2023,Mar,El Cerrito,California
230316364,3/16/2023,415 - disturbance,37.90295656,-122.2927593,2023,Mar,El Cerrito,California
230317121,3/17/2023,415 - disturbance,37.91886219,-122.28595,2023,Mar,El Cerrito,California
230319139,3/19/2023,415 - disturbance,37.89970302,-122.2988135,2023,Mar,El Cerrito,California
230320231,3/20/2023,415 - disturbance,37.92125602,-122.31504,2023,Mar,El Cerrito,California
230320260,3/20/2023,415 - disturbance,37.90144799,-122.300011,2023,Mar,El Cerrito,California
230321447,3/21/2023,415 - disturbance,37.91748466,-122.3114829,2023,Mar,El Cerrito,California
230323313,3/23/2023,415 - disturbance,37.90425802,-122.304375,2023,Mar,El Cerrito,California
230325200,3/25/2023,415 - disturbance,37.9024088,-122.3045655,2023,Mar,El Cerrito,California
230325225,3/25/2023,415 - disturbance,37.90049903,-122.2981904,2023,Mar,El Cerrito,California
230325338,3/25/2023,415 - disturbance,37.92747225,-122.3193523,2023,Mar,El Cerrito,California
230326104,3/26/2023,415 - disturbance,37.91164231,-122.2912498,2023,Mar,El Cerrito,California
230326125,3/26/2023,415 - disturbance,37.9227459,-122.3156135,2023,Mar,El Cerrito,California
230326295,3/26/2023,415 - disturbance,37.93735883,-122.3193239,2023,Mar,El Cerrito,California
230327008,3/27/2023,415 - disturbance,37.91350385,-122.3089418,2023,Mar,El Cerrito,California
230327127,3/27/2023,415 - disturbance,37.9030092,-122.3072921,2023,Mar,El Cerrito,California
230328104,3/28/2023,415 - disturbance,37.92536001,-122.313774,2023,Mar,El Cerrito,California
230328151,3/28/2023,415 - disturbance,37.91212599,-122.3073208,2023,Mar,El Cerrito,California
230328187,3/28/2023,415 - disturbance,37.92103113,-122.306325,2023,Mar,El Cerrito,California
230329020,3/29/2023,415 - disturbance,37.90771199,-122.2944775,2023,Mar,El Cerrito,California
230330196,3/30/2023,415 - disturbance,37.90924622,-122.2894913,2023,Mar,El Cerrito,California
230330216,3/30/2023,415 - disturbance,37.92536001,-122.313774,2023,Mar,El Cerrito,California
230331084,3/31/2023,415 - disturbance,37.9281959,-122.3209303,2023,Mar,El Cerrito,California
230401072,4/1/2023,415 - disturbance,37.91748466,-122.3114829,2023,Apr,El Cerrito,California
230401093,4/1/2023,415 - disturbance,37.90275401,-122.301594,2023,Apr,El Cerrito,California
230401114,4/1/2023,415 - disturbance,37.90161885,-122.2914869,2023,Apr,El Cerrito,California
230403250,4/3/2023,415 - disturbance,37.93760052,-122.3171703,2023,Apr,El Cerrito,California
230403342,4/3/2023,415 - disturbance,37.90907485,-122.3022048,2023,Apr,El Cerrito,California
230404258,4/4/2023,415 - disturbance,37.91575028,-122.295614,2023,Apr,El Cerrito,California
230404326,4/4/2023,415 - disturbance,37.9040991,-122.3046471,2023,Apr,El Cerrito,California
230405229,4/5/2023,415 - disturbance,37.9227459,-122.3156135,2023,Apr,El Cerrito,California
230405242,4/5/2023,415 - disturbance,37.91748466,-122.3114829,2023,Apr,El Cerrito,California
230405306,4/5/2023,415 - disturbance,37.90425802,-122.304375,2023,Apr,El Cerrito,California
230406183,4/6/2023,415 - disturbance,37.899027,-122.29933,2023,Apr,El Cerrito,California
230406187,4/6/2023,415 - disturbance,37.899027,-122.301918,2023,Apr,El Cerrito,California
230406244,4/6/2023,415 - disturbance,37.92327199,-122.306328,2023,Apr,El Cerrito,California
230407259,4/7/2023,415 - disturbance,37.93010492,-122.3225985,2023,Apr,El Cerrito,California
230408177,4/8/2023,415 - disturbance,37.9198256,-122.3185033,2023,Apr,El Cerrito,California
230408231,4/8/2023,415 - disturbance,37.90848283,-122.2918413,2023,Apr,El Cerrito,California
230409311,4/9/2023,415 - disturbance,37.92735775,-122.3161596,2023,Apr,El Cerrito,California
230410011,4/10/2023,415 - disturbance,37.91923032,-122.3155419,2023,Apr,El Cerrito,California
230410039,4/10/2023,415 - disturbance,37.92125602,-122.31504,2023,Apr,El Cerrito,California
230410248,4/10/2023,415 - disturbance,37.90202416,-122.3019751,2023,Apr,El Cerrito,California
230410294,4/10/2023,415 - disturbance,37.93109273,-122.3145696,2023,Apr,El Cerrito,California
230411283,4/11/2023,415 - disturbance,37.90021413,-122.3010941,2023,Apr,El Cerrito,California
230411290,4/11/2023,415 - disturbance,37.931414,-122.315191,2023,Apr,El Cerrito,California
230412378,4/12/2023,415 - disturbance,37.91179499,-122.305098,2023,Apr,El Cerrito,California
